Lead_ID,Lead_Date,Lead_Source,Location,Property_Type, Budget ,Call_Attempts,Call_Status,Follow_Up,Site_Visit,Lead_Status,Sales_Value,Budget_Range
L0197,2026-02-14 08:10:05,Instagram,Saravanampatti,Apartment," 4,365,039.00 ",2,Connected,Yes,No,Converted,4200000,30L-50L
L0198,2026-02-14 13:35:51,Property Portal,Saravanampatti,Plot," 2,744,360.00 ",4,Not Connected,Yes,No,Follow-up,,Below 30L
L0199,2026-02-14 19:01:37,Property Portal,panneermadai,Apartment," 5,452,165.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0200,2026-02-15 00:27:23,Property Portal,Thudiyalur,Apartment," 4,952,414.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0201,2026-02-15 05:53:09,Instagram,panneermadai,Plot," 4,846,586.00 ",6,Connected,Yes,No,Follow-up,,30L-50L
L0202,2026-02-15 11:18:55,Website,Thudiyalur,Apartment," 5,612,549.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0203,2026-02-15 16:44:41,Website,Thudiyalur,Apartment," 4,482,795.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0204,2026-02-15 22:10:27,Property Portal,Coimbatore,Apartment," 6,421,607.00 ",6,Connected,No,No,Lost,,50L-80L
L0205,2026-02-16 03:36:13,Instagram,periyanayakanpalayam,Villa," 9,715,359.00 ",4,Connected,No,Yes,Lost,,80L-1.2Cr
L0206,2026-02-16 09:01:59,Website,panneermadai,Plot," 7,043,322.00 ",3,Connected,Yes,Yes,Follow-up,,50L-80L
L0207,2026-02-16 14:27:45,Website,Ramanathapuram,Apartment," 8,542,755.00 ",5,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0208,2026-02-16 19:53:31,Instagram,periyanayakanpalayam,Plot," 1,697,097.00 ",1,Connected,No,Yes,Lost,,Below 30L
L0209,2026-02-17 01:19:17,Website,Thudiyalur,Apartment," 4,788,214.00 ",4,Connected,Yes,No,Converted,5000000,30L-50L
L0210,2026-02-17 06:45:03,Website,Saravanampatti,Plot," 4,133,388.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0211,2026-02-17 12:10:49,Facebook,Coimbatore,Villa," 10,977,325.00 ",4,Connected,Yes,No,Converted,10150000,80L-1.2Cr
L0212,2026-02-17 17:36:35,Instagram,periyanayakanpalayam,Plot," 3,454,152.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0213,2026-02-17 23:02:21,Instagram,Thudiyalur,Apartment," 5,849,433.00 ",3,Not Connected,No,No,Lost,,50L-80L
L0214,2026-02-18 04:28:06,Google,panneermadai,Plot," 1,795,866.00 ",2,Connected,Yes,Yes,Follow-up,,Below 30L
L0215,2026-02-18 09:53:52,Instagram,Ramanathapuram,Villa," 17,155,116.00 ",2,Not Connected,No,No,Lost,,Above 1.2Cr
L0216,2026-02-18 15:19:38,Google,Thudiyalur,Apartment," 5,832,560.00 ",4,Connected,Yes,No,Follow-up,,50L-80L
L0217,2026-02-18 20:45:24,Google,Thudiyalur,Plot," 1,549,522.00 ",3,Connected,Yes,Yes,Follow-up,,Below 30L
L0218,2026-02-19 02:11:10,Property Portal,Ramanathapuram,Apartment," 5,921,970.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0219,2026-02-19 07:36:56,Instagram,Ramanathapuram,Plot," 6,815,921.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0220,2026-02-19 13:02:42,Property Portal,Thudiyalur,Apartment," 3,207,352.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0221,2026-02-19 18:28:28,Instagram,Saravanampatti,Villa," 6,798,658.00 ",4,Connected,Yes,Yes,Converted,6350000,50L-80L
L0222,2026-02-19 23:54:14,Facebook,Thudiyalur,Apartment," 5,758,625.00 ",4,Connected,Yes,Yes,Converted,5450000,50L-80L
L0223,2026-02-20 05:20:00,Website,Coimbatore,Apartment," 5,505,536.00 ",3,Connected,Yes,Yes,Converted,5650000,50L-80L
L0224,2026-02-20 10:45:46,Google,Saravanampatti,Apartment," 4,310,073.00 ",5,Connected,No,No,Lost,,30L-50L
L0225,2026-02-20 16:11:32,Google,Coimbatore,Apartment," 3,379,747.00 ",4,Connected,No,No,Lost,,30L-50L
L0226,2026-02-20 21:37:18,Google,Ramanathapuram,Apartment," 5,152,874.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0227,2026-02-21 03:03:04,Referral,Coimbatore,Apartment," 6,041,327.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0228,2026-02-21 08:28:50,Google,Thudiyalur,Villa," 8,968,759.00 ",5,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0229,2026-02-21 13:54:36,Property Portal,Saravanampatti,Apartment," 8,971,896.00 ",3,Connected,Yes,Yes,Converted,9300000,80L-1.2Cr
L0230,2026-02-21 19:20:22,Instagram,Coimbatore,Apartment," 3,937,828.00 ",4,Not Connected,No,No,Converted,3650000,30L-50L
L0231,2026-02-22 00:46:08,Property Portal,Saravanampatti,Villa," 9,434,049.00 ",3,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0232,2026-02-22 06:11:54,Facebook,Thudiyalur,Apartment," 3,528,036.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0233,2026-02-22 11:37:39,Facebook,Thudiyalur,Plot," 2,367,196.00 ",1,Connected,Yes,No,Follow-up,,Below 30L
L0234,2026-02-22 17:03:25,Facebook,Thudiyalur,Plot," 5,999,075.00 ",2,Connected,No,No,Lost,,50L-80L
L0235,2026-02-22 22:29:11,Website,Ramanathapuram,Villa," 9,174,620.00 ",6,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0236,2026-02-23 03:54:57,Instagram,Coimbatore,Villa," 8,444,975.00 ",3,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0237,2026-02-23 09:20:43,Google,Saravanampatti,Plot," 1,675,607.00 ",3,Connected,Yes,No,Follow-up,,Below 30L
L0238,2026-02-23 14:46:29,Website,periyanayakanpalayam,Apartment," 3,352,156.00 ",5,Connected,Yes,Yes,Follow-up,,30L-50L
L0239,2026-02-23 20:12:15,Instagram,Saravanampatti,Apartment," 4,151,052.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0240,2026-02-24 01:38:01,Website,Thudiyalur,Apartment," 5,121,826.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0241,2026-02-24 07:03:47,Referral,Saravanampatti,Villa," 9,417,473.00 ",4,Connected,No,Yes,Lost,,80L-1.2Cr
L0242,2026-02-24 12:29:33,Referral,panneermadai,Apartment," 6,052,128.00 ",4,Connected,Yes,No,Follow-up,,50L-80L
L0243,2026-02-24 17:55:19,Referral,panneermadai,Villa," 14,062,363.00 ",1,Connected,Yes,No,Follow-up,,Above 1.2Cr
L0244,2026-02-24 23:21:05,Google,panneermadai,Plot," 7,007,339.00 ",2,Not Connected,Yes,No,Follow-up,,50L-80L
L0245,2026-02-25 04:46:51,Website,panneermadai,Plot," 7,434,139.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0246,2026-02-25 10:12:37,Referral,Ramanathapuram,Apartment," 4,985,834.00 ",2,Connected,No,No,Lost,,30L-50L
L0247,2026-02-25 15:38:23,Facebook,Thudiyalur,Apartment," 3,023,386.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0248,2026-02-25 21:04:09,Referral,Thudiyalur,Plot," 2,839,022.00 ",2,Connected,No,Yes,Converted,2600000,Below 30L
L0249,2026-02-26 02:29:55,Referral,Saravanampatti,Villa," 6,849,776.00 ",1,Connected,Yes,Yes,Converted,6950000,50L-80L
L0250,2026-02-26 07:55:41,Property Portal,Ramanathapuram,Apartment," 6,969,451.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0251,2026-02-26 13:21:26,Google,panneermadai,Apartment," 3,201,202.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0252,2026-02-26 18:47:12,Google,periyanayakanpalayam,Plot," 1,614,589.00 ",3,Connected,Yes,Yes,Converted,1500000,Below 30L
L0253,2026-02-27 00:12:58,Property Portal,Thudiyalur,Villa," 6,193,839.00 ",5,Connected,Yes,Yes,Converted,5800000,50L-80L
L0254,2026-02-27 05:38:44,Google,Thudiyalur,Plot," 2,006,453.00 ",4,Connected,Yes,Yes,Follow-up,,Below 30L
L0255,2026-02-27 11:04:30,Website,Ramanathapuram,Plot," 2,329,901.00 ",2,Connected,No,No,Lost,,Below 30L
L0256,2026-02-27 16:30:16,Facebook,Coimbatore,Villa," 16,640,177.00 ",1,Connected,No,No,Lost,,Above 1.2Cr
L0257,2026-02-27 21:56:02,Referral,Thudiyalur,Apartment," 6,062,528.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0258,2026-02-28 03:21:48,Instagram,periyanayakanpalayam,Apartment," 3,439,503.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0259,2026-02-28 08:47:34,Facebook,Thudiyalur,Apartment," 3,096,393.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0260,2026-02-28 14:13:20,Website,periyanayakanpalayam,Apartment," 3,595,484.00 ",3,Connected,No,No,Lost,,30L-50L
L0261,2026-02-28 19:39:06,Instagram,Thudiyalur,Villa," 9,978,082.00 ",1,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0262,2026-03-01 01:04:52,Referral,panneermadai,Villa," 10,899,147.00 ",4,Not Connected,No,No,Lost,,80L-1.2Cr
L0263,2026-03-01 06:30:38,Website,Coimbatore,Plot," 3,638,000.00 ",2,Connected,No,Yes,Converted,3350000,30L-50L
L0264,2026-03-01 11:56:24,Facebook,periyanayakanpalayam,Apartment," 6,422,968.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0265,2026-03-01 17:22:10,Property Portal,Thudiyalur,Villa," 7,684,449.00 ",4,Connected,Yes,Yes,Converted,7100000,50L-80L
L0266,2026-03-01 22:47:56,Property Portal,Thudiyalur,Villa," 7,433,284.00 ",2,Connected,No,No,Lost,,50L-80L
L0267,2026-03-02 04:13:42,Instagram,Coimbatore,Villa," 10,798,757.00 ",1,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0268,2026-03-02 09:39:28,Instagram,periyanayakanpalayam,Villa," 14,788,108.00 ",3,Connected,Yes,No,Follow-up,,Above 1.2Cr
L0269,2026-03-02 15:05:14,Google,Ramanathapuram,Apartment," 5,382,422.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0270,2026-03-02 20:30:59,Google,Coimbatore,Apartment," 5,601,268.00 ",4,Connected,No,Yes,Lost,,50L-80L
L0271,2026-03-03 01:56:45,Property Portal,Ramanathapuram,Apartment," 6,918,830.00 ",1,Connected,Yes,Yes,Follow-up,,50L-80L
L0272,2026-03-03 07:22:31,Property Portal,Saravanampatti,Apartment," 3,749,450.00 ",2,Connected,No,No,Lost,,30L-50L
L0273,2026-03-03 12:48:17,Property Portal,panneermadai,Apartment," 5,043,899.00 ",2,Not Connected,No,No,Converted,4800000,50L-80L
L0274,2026-03-03 18:14:03,Referral,Thudiyalur,Villa," 8,825,330.00 ",1,Not Connected,No,Yes,Converted,8200000,80L-1.2Cr
L0275,2026-03-03 23:39:49,Facebook,periyanayakanpalayam,Plot," 2,541,482.00 ",5,Not Connected,No,No,Lost,,Below 30L
L0276,2026-03-04 05:05:35,Unknown,Thudiyalur,Villa," 7,543,812.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0277,2026-03-04 10:31:21,Property Portal,Thudiyalur,Villa," 6,865,256.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0278,2026-03-04 15:57:07,Instagram,Saravanampatti,Apartment," 3,000,917.00 ",3,Connected,No,Yes,Converted,2900000,30L-50L
L0279,2026-03-04 21:22:53,Instagram,Thudiyalur,Villa," 6,851,007.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0280,2026-03-05 02:48:39,Property Portal,periyanayakanpalayam,Apartment," 5,587,681.00 ",5,Connected,Yes,No,Follow-up,,50L-80L
L0281,2026-03-05 08:14:25,Property Portal,Ramanathapuram,Apartment," 3,262,091.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0282,2026-03-05 13:40:11,Google,Ramanathapuram,Apartment," 3,585,457.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0283,2026-03-05 19:05:57,Google,periyanayakanpalayam,Apartment," 6,445,693.00 ",3,Connected,No,No,Lost,,50L-80L
L0284,2026-03-06 00:31:43,Website,Thudiyalur,Apartment," 6,749,266.00 ",3,Connected,Yes,No,Converted,6950000,50L-80L
L0285,2026-03-06 05:57:29,Facebook,Coimbatore,Apartment," 4,262,703.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0286,2026-03-06 11:23:15,Website,periyanayakanpalayam,Apartment," 3,203,834.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0287,2026-03-06 16:49:01,Facebook,Thudiyalur,Plot," 4,135,372.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0288,2026-03-06 22:14:46,Facebook,Coimbatore,Apartment," 5,159,988.00 ",2,Connected,Yes,Yes,Follow-up,,50L-80L
L0289,2026-03-07 03:40:32,Google,Thudiyalur,Apartment," 8,047,420.00 ",1,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0290,2026-03-07 09:06:18,Instagram,Thudiyalur,Apartment," 4,636,286.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0291,2026-03-07 14:32:04,Website,Coimbatore,Villa," 14,213,698.00 ",1,Connected,No,No,Lost,,Above 1.2Cr
L0292,2026-03-07 19:57:50,Website,Thudiyalur,Apartment," 5,174,534.00 ",2,Connected,No,Yes,Converted,5000000,50L-80L
L0293,2026-03-08 01:23:36,Property Portal,periyanayakanpalayam,Apartment," 6,358,998.00 ",3,Connected,Yes,Yes,Follow-up,,50L-80L
L0294,2026-03-08 06:49:22,Google,Ramanathapuram,Apartment," 4,786,664.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0295,2026-03-08 12:15:08,Website,panneermadai,Apartment," 4,429,290.00 ",3,Connected,Yes,Yes,Follow-up,,30L-50L
L0296,2026-03-08 17:40:54,Facebook,Thudiyalur,Apartment," 3,023,559.00 ",4,Connected,Yes,Yes,Follow-up,,30L-50L
L0297,2026-03-08 23:06:40,Property Portal,Thudiyalur,Apartment," 4,399,769.00 ",1,Connected,Yes,Yes,Converted,4450000,30L-50L
L0298,2026-03-09 04:32:26,Google,Thudiyalur,Apartment," 3,444,755.00 ",5,Not Connected,Yes,No,Follow-up,,30L-50L
L0299,2026-03-09 09:58:12,Instagram,Ramanathapuram,Apartment," 6,939,440.00 ",3,Not Connected,No,No,Lost,,50L-80L
L0300,2026-03-09 15:23:58,Website,Ramanathapuram,Apartment," 4,915,467.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0301,2026-03-09 20:49:44,Website,Thudiyalur,Plot," 2,375,564.00 ",2,Connected,No,No,Lost,,Below 30L
L0302,2026-03-10 02:15:30,Facebook,Saravanampatti,Villa," 17,759,920.00 ",2,Connected,Yes,No,Follow-up,,Above 1.2Cr
L0303,2026-03-10 07:41:16,Facebook,Thudiyalur,Apartment," 4,154,262.00 ",4,Connected,Yes,No,Follow-up,,30L-50L
L0304,2026-03-10 13:07:02,Instagram,periyanayakanpalayam,Apartment," 3,947,272.00 ",4,Not Connected,No,No,Lost,,30L-50L
L0305,2026-03-10 18:32:48,Instagram,Ramanathapuram,Plot," 6,746,725.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0306,2026-03-10 23:58:34,Referral,Saravanampatti,Apartment," 8,906,127.00 ",6,Connected,Yes,No,Converted,8300000,80L-1.2Cr
L0307,2026-03-11 05:24:19,Facebook,Ramanathapuram,Apartment," 5,956,953.00 ",4,Connected,Yes,Yes,Converted,6000000,50L-80L
L0308,2026-03-11 10:50:05,Google,panneermadai,Villa," 11,541,887.00 ",3,Connected,No,Yes,Converted,11100000,80L-1.2Cr
L0309,2026-03-11 16:15:51,Property Portal,Coimbatore,Apartment," 4,531,086.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0310,2026-03-11 21:41:37,Google,panneermadai,Apartment," 3,524,006.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0311,2026-03-12 03:07:23,Facebook,Thudiyalur,Apartment," 3,340,912.00 ",1,Not Connected,No,No,Lost,,30L-50L
L0312,2026-03-12 08:33:09,Website,Saravanampatti,Plot," 4,252,138.00 ",4,Connected,No,No,Lost,,30L-50L
L0313,2026-03-12 13:58:55,Website,periyanayakanpalayam,Apartment," 7,112,243.00 ",2,Not Connected,Yes,No,Follow-up,,50L-80L
L0314,2026-03-12 19:24:41,Referral,panneermadai,Villa," 9,990,018.00 ",1,Connected,No,Yes,Lost,,80L-1.2Cr
L0315,2026-03-13 00:50:27,Property Portal,periyanayakanpalayam,Plot," 2,976,971.00 ",1,Not Connected,No,No,Lost,,Below 30L
L0316,2026-03-13 06:16:13,Instagram,Ramanathapuram,Apartment," 4,467,130.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0317,2026-03-13 11:41:59,Facebook,periyanayakanpalayam,Apartment," 4,532,102.00 ",3,Connected,No,No,Lost,,30L-50L
L0318,2026-03-13 17:07:45,Website,Ramanathapuram,Apartment," 8,642,772.00 ",2,Connected,Yes,Yes,Converted,8800000,80L-1.2Cr
L0319,2026-03-13 22:33:31,Website,Thudiyalur,Apartment," 3,412,755.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0320,2026-03-14 03:59:17,Google,Thudiyalur,Apartment," 8,662,302.00 ",2,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0321,2026-03-14 09:25:03,Facebook,Thudiyalur,Plot," 2,246,055.00 ",3,Connected,Yes,Yes,Follow-up,,Below 30L
L0322,2026-03-14 14:50:49,Instagram,Thudiyalur,Villa," 6,206,903.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0323,2026-03-14 20:16:35,Instagram,Saravanampatti,Villa," 7,038,218.00 ",1,Not Connected,No,No,Lost,,50L-80L
L0324,2026-03-15 01:42:21,Google,Thudiyalur,Apartment," 3,287,623.00 ",3,Connected,No,No,Lost,,30L-50L
L0325,2026-03-15 07:08:06,Referral,Saravanampatti,Plot," 1,555,863.00 ",2,Connected,No,No,Lost,,Below 30L
L0326,2026-03-15 12:33:52,Property Portal,Coimbatore,Plot," 1,995,654.00 ",1,Connected,No,No,Converted,1850000,Below 30L
L0327,2026-03-15 17:59:38,Facebook,Thudiyalur,Plot," 2,277,635.00 ",2,Connected,Yes,No,Follow-up,,Below 30L
L0328,2026-03-15 23:25:24,Instagram,panneermadai,Apartment," 4,778,496.00 ",1,Not Connected,Yes,No,Follow-up,,30L-50L
L0329,2026-03-16 04:51:10,Facebook,Ramanathapuram,Villa," 12,831,258.00 ",3,Connected,No,No,Lost,,Above 1.2Cr
L0330,2026-03-16 10:16:56,Google,periyanayakanpalayam,Apartment," 6,379,263.00 ",2,Connected,No,Yes,Converted,6600000,50L-80L
L0331,2026-03-16 15:42:42,Google,periyanayakanpalayam,Apartment," 5,823,174.00 ",3,Connected,Yes,Yes,Converted,5550000,50L-80L
L0332,2026-03-16 21:08:28,Property Portal,Ramanathapuram,Apartment," 7,200,034.00 ",4,Not Connected,Yes,No,Follow-up,,50L-80L
L0333,2026-03-17 02:34:14,Website,Thudiyalur,Villa," 11,166,507.00 ",2,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0334,2026-03-17 08:00:00,Website,Saravanampatti,Villa," 8,903,552.00 ",6,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0335,2026-03-17 13:25:46,Website,Saravanampatti,Apartment," 3,569,829.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0336,2026-03-17 18:51:32,Website,Ramanathapuram,Apartment," 6,223,520.00 ",3,Connected,No,No,Lost,,50L-80L
L0337,2026-03-18 00:17:18,Property Portal,Thudiyalur,Apartment," 3,907,179.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0338,2026-03-18 05:43:04,Instagram,Ramanathapuram,Apartment," 3,177,597.00 ",3,Connected,Yes,No,Follow-up,,30L-50L
L0339,2026-03-18 11:08:50,Facebook,Thudiyalur,Apartment," 7,961,313.00 ",3,Connected,Yes,No,Follow-up,,50L-80L
L0340,2026-03-18 16:34:36,Website,Thudiyalur,Apartment," 5,836,287.00 ",2,Connected,Yes,No,Follow-up,,50L-80L
L0341,2026-03-18 22:00:22,Facebook,Thudiyalur,Villa," 7,471,926.00 ",1,Not Connected,Yes,No,Follow-up,,50L-80L
L0342,2026-03-19 03:26:08,Facebook,periyanayakanpalayam,Apartment," 3,645,303.00 ",1,Connected,Yes,Yes,Converted,3500000,30L-50L
L0343,2026-03-19 08:51:54,Website,Saravanampatti,Apartment," 4,272,597.00 ",2,Connected,Yes,No,Follow-up,,30L-50L
L0344,2026-03-19 14:17:39,Facebook,Ramanathapuram,Apartment," 4,795,600.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0345,2026-03-19 19:43:25,Google,panneermadai,Plot," 3,316,364.00 ",2,Connected,Yes,Yes,Converted,3450000,30L-50L
L0346,2026-03-20 01:09:11,Instagram,Coimbatore,Villa," 8,616,842.00 ",1,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0347,2026-03-20 06:34:57,Instagram,Coimbatore,Villa," 7,631,734.00 ",4,Connected,Yes,Yes,Follow-up,,50L-80L
L0348,2026-03-20 12:00:43,Website,Coimbatore,Apartment," 5,330,289.00 ",5,Connected,No,No,Lost,,50L-80L
L0349,2026-03-20 17:26:29,Google,Saravanampatti,Villa," 10,104,244.00 ",5,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0350,2026-03-20 22:52:15,Instagram,Thudiyalur,Apartment," 4,285,076.00 ",2,Connected,No,No,Lost,,30L-50L
L0351,2026-03-21 04:18:01,Facebook,Saravanampatti,Villa," 10,349,040.00 ",4,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0352,2026-03-21 09:43:47,Property Portal,periyanayakanpalayam,Plot," 3,036,684.00 ",5,Connected,No,No,Lost,,30L-50L
L0353,2026-03-21 15:09:33,Instagram,Coimbatore,Villa," 9,959,411.00 ",2,Not Connected,No,No,Lost,,80L-1.2Cr
L0354,2026-03-21 20:35:19,Website,Ramanathapuram,Plot," 4,342,201.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0355,2026-03-22 02:01:05,Website,periyanayakanpalayam,Villa," 14,382,866.00 ",5,Connected,No,No,Lost,,Above 1.2Cr
L0356,2026-03-22 07:26:51,Instagram,Saravanampatti,Apartment," 4,238,822.00 ",3,Not Connected,No,No,Lost,,30L-50L
L0357,2026-03-22 12:52:37,Website,Saravanampatti,Plot," 4,030,489.00 ",2,Connected,No,Yes,Lost,,30L-50L
L0358,2026-03-22 18:18:23,Instagram,Coimbatore,Apartment," 5,058,989.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0359,2026-03-22 23:44:09,Referral,Thudiyalur,Apartment," 8,533,649.00 ",1,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0360,2026-03-23 05:09:55,Facebook,periyanayakanpalayam,Apartment," 4,479,634.00 ",4,Connected,No,No,Lost,,30L-50L
L0361,2026-03-23 10:35:41,Google,Saravanampatti,Apartment," 5,366,492.00 ",3,Connected,No,No,Lost,,50L-80L
L0362,2026-03-23 16:01:26,Instagram,Thudiyalur,Apartment," 5,419,135.00 ",2,Not Connected,No,No,Lost,,50L-80L
L0363,2026-03-23 21:27:12,Facebook,Ramanathapuram,Apartment," 3,088,059.00 ",1,Connected,Yes,Yes,Follow-up,,30L-50L
L0364,2026-03-24 02:52:58,Facebook,Ramanathapuram,Apartment," 4,942,137.00 ",3,Not Connected,Yes,No,Follow-up,,30L-50L
L0365,2026-03-24 08:18:44,Referral,Ramanathapuram,Villa," 9,011,163.00 ",3,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0366,2026-03-24 13:44:30,Google,Thudiyalur,Apartment," 3,329,125.00 ",1,Connected,No,No,Lost,,30L-50L
L0367,2026-03-24 19:10:16,Referral,Ramanathapuram,Apartment," 7,630,549.00 ",5,Connected,Yes,No,Follow-up,,50L-80L
L0368,2026-03-25 00:36:02,Referral,Saravanampatti,Villa," 8,279,042.00 ",1,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0369,2026-03-25 06:01:48,Website,Thudiyalur,Apartment," 3,117,473.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0370,2026-03-25 11:27:34,Website,Thudiyalur,Villa," 13,440,352.00 ",3,Connected,Yes,Yes,Converted,13400000,Above 1.2Cr
L0371,2026-03-25 16:53:20,Website,Saravanampatti,Villa," 17,053,128.00 ",2,Connected,Yes,Yes,Converted,16500000,Above 1.2Cr
L0372,2026-03-25 22:19:06,Website,Thudiyalur,Plot," 3,325,438.00 ",4,Connected,Yes,No,Follow-up,,30L-50L
L0373,2026-03-26 03:44:52,Website,panneermadai,Villa," 8,254,029.00 ",4,Connected,Yes,No,Follow-up,,80L-1.2Cr
L0374,2026-03-26 09:10:38,Instagram,periyanayakanpalayam,Apartment," 3,872,834.00 ",4,Connected,Yes,Yes,Follow-up,,30L-50L
L0375,2026-03-26 14:36:24,Website,Thudiyalur,Villa," 12,619,697.00 ",1,Not Connected,No,No,Lost,,Above 1.2Cr
L0376,2026-03-26 20:02:10,Google,Saravanampatti,Apartment," 4,620,063.00 ",1,Connected,No,No,Converted,4800000,30L-50L
L0377,2026-03-27 01:27:56,Property Portal,periyanayakanpalayam,Apartment," 4,032,499.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0378,2026-03-27 06:53:42,Website,periyanayakanpalayam,Villa," 11,840,201.00 ",3,Not Connected,Yes,No,Follow-up,,80L-1.2Cr
L0379,2026-03-27 12:19:28,Property Portal,Coimbatore,Apartment," 3,234,196.00 ",4,Connected,No,No,Lost,,30L-50L
L0380,2026-03-27 17:45:14,Google,periyanayakanpalayam,Villa," 16,477,311.00 ",4,Connected,Yes,No,Follow-up,,Above 1.2Cr
L0381,2026-03-27 23:10:59,Website,Thudiyalur,Plot," 2,209,132.00 ",4,Connected,No,No,Lost,,Below 30L
L0382,2026-03-28 04:36:45,Instagram,Coimbatore,Plot," 3,789,418.00 ",5,Connected,Yes,No,Follow-up,,30L-50L
L0383,2026-03-28 10:02:31,Instagram,Saravanampatti,Plot," 4,614,100.00 ",4,Connected,No,No,Lost,,30L-50L
L0384,2026-03-28 15:28:17,Property Portal,Thudiyalur,Apartment," 3,524,624.00 ",2,Connected,Yes,Yes,Follow-up,,30L-50L
L0385,2026-03-28 20:54:03,Property Portal,Ramanathapuram,Apartment," 4,356,256.00 ",2,Not Connected,No,No,Lost,,30L-50L
L0386,2026-03-29 02:19:49,Property Portal,Coimbatore,Villa," 9,730,797.00 ",3,Not Connected,No,No,Converted,9350000,80L-1.2Cr
L0387,2026-03-29 07:45:35,Google,panneermadai,Apartment," 4,248,313.00 ",1,Not Connected,No,No,Converted,3950000,30L-50L
L0388,2026-03-29 13:11:21,Website,Thudiyalur,Villa," 7,119,962.00 ",1,Connected,Yes,No,Follow-up,,50L-80L
L0389,2026-03-29 18:37:07,Property Portal,Saravanampatti,Villa," 7,912,493.00 ",3,Connected,No,No,Lost,,50L-80L
L0390,2026-03-30 00:02:53,Property Portal,periyanayakanpalayam,Villa," 11,482,203.00 ",4,Connected,Yes,Yes,Follow-up,,80L-1.2Cr
L0391,2026-03-30 05:28:39,Referral,Thudiyalur,Apartment," 3,993,978.00 ",1,Connected,Yes,Yes,Converted,4200000,30L-50L
L0392,2026-03-30 10:54:25,Facebook,Thudiyalur,Apartment," 4,876,037.00 ",4,Connected,Yes,Yes,Converted,4650000,30L-50L
